Invoice Number,Shipping Location,Contended Invoice,Invoice Date,Product Type,Ordered Date
325203055043,North America,,2023-02-17,Chargers,2023-01-25
334182666167,Asia,,2022-12-17,Chargers,2022-12-06
931324513217,Asia,,2022-04-13,Power,2022-03-15
814017290346,Europe,,2022-06-26,Others,2022-05-27
103838913344,North America,,2023-03-08,Power,2023-01-27
479027456159,North America,599744839349,2022-10-21,Chargers,2022-09-17
349922616661,South America,,2023-03-23,Others,2023-02-25
629803818992,North America,,2022-05-27,Power,2022-05-24
107560696418,South America,,2023-01-27,Others,2022-12-23
538549006976,Asia,908065651234,2023-01-10,Chargers,2022-12-01
255595014898,Asia,,2023-03-25,Chargers,2023-03-24
605644274476,South America,,2022-05-22,Others,2022-04-13
511521185898,North America,,2022-05-14,Others,2022-04-08
921132541302,Europe,,2022-07-16,Lighting,2022-06-23
339030689898,South America,,2022-10-07,Chargers,2022-10-02
539460270517,Asia,,2022-06-23,Lighting,2022-05-25
812110376871,South America,,2022-04-10,Others,2022-03-05
271297193872,South America,,2022-06-23,Others,2022-06-01
983245670930,Europe,,2022-07-28,Chargers,2022-07-26
676917620763,Asia,,2023-03-29,Others,2023-02-26
168563745232,Europe,,2022-05-19,Chargers,2022-04-12
162325585581,Asia,,2022-08-02,Power,2022-07-02
331277445652,Europe,,2023-01-08,Chargers,2023-01-05
829997079250,South America,,2022-06-16,Others,2022-05-27
934043616785,Asia,,2022-05-31,Lighting,2022-04-21
464625606863,Europe,,2022-11-06,Power,2022-10-19
968703856899,South America,,2023-03-20,Lighting,2023-02-10
876896133301,North America,,2022-06-11,Others,2022-05-06
648670727372,Asia,,2022-04-20,Chargers,2022-04-16
200731981786,Asia,,2022-07-31,Chargers,2022-07-13
593291903006,South America,223240112132,2022-04-10,Lighting,2022-03-26
273830673020,Europe,905199805652,2022-05-07,Chargers,2022-04-01
383036688327,Europe,,2022-11-02,Others,2022-10-02
408622771237,North America,,2022-07-18,Chargers,2022-07-14
703561540959,Europe,766487263895,2023-01-13,Power,2023-01-09
590684610113,South America,,2022-07-24,Lighting,2022-07-04
928650405986,North America,,2023-03-04,Others,2023-02-20
122589567216,Europe,,2022-04-30,Power,2022-04-20
149838744656,South America,,2022-05-10,Power,2022-05-07
616148130384,South America,,2022-06-22,Power,2022-06-21
919378875369,Asia,,2022-08-21,Others,2022-07-17
843804753566,Europe,,2022-12-26,Lighting,2022-11-18
697370352647,North America,,2023-01-13,Chargers,2022-12-06
565724254473,South America,,2023-01-11,Lighting,2023-01-01
271941656375,North America,,2022-06-08,Power,2022-04-30
798653352525,Europe,,2022-11-15,Others,2022-11-02
700002624422,Europe,,2023-02-25,Power,2023-02-11
878345600929,Asia,,2022-04-22,Lighting,2022-04-17
596078112517,North America,,2022-08-17,Power,2022-07-24
153194667469,North America,,2022-12-13,Lighting,2022-11-11
407435836376,Europe,,2022-04-20,Chargers,2022-03-14
741697915210,Asia,,2022-05-21,Chargers,2022-04-26
691002895235,Europe,,2022-07-08,Power,2022-06-28
815375214764,Asia,,2023-02-05,Lighting,2023-01-09
994354459595,South America,,2022-04-15,Chargers,2022-04-06
188380847604,Asia,,2023-01-13,Power,2023-01-07
883151955761,Asia,,2023-03-01,Others,2023-01-21
547367249754,Asia,,2022-10-19,Others,2022-10-08
186548997302,Asia,,2023-02-01,Others,2023-01-04
883984252617,Asia,,2022-10-03,Power,2022-09-17
282181505083,Asia,,2022-12-23,Lighting,2022-12-06
913076456147,North America,157916801823,2022-05-05,Lighting,2022-04-06
627243399946,Asia,,2022-09-21,Lighting,2022-08-18
550464756731,South America,,2022-09-12,Power,2022-08-18
785150066196,South America,,2022-07-15,Power,2022-07-05
851275660818,Europe,697047285385,2022-10-02,Power,2022-09-27
429793023126,South America,,2022-04-19,Lighting,2022-04-16
841868114114,Asia,,2022-04-12,Chargers,2022-03-23
908656030921,Asia,,2022-11-26,Lighting,2022-10-29
922818507993,Europe,,2022-11-08,Lighting,2022-10-20
307149011170,Asia,,2023-02-12,Chargers,2023-01-16
474278221366,Europe,,2022-07-06,Lighting,2022-07-03
991551840866,Asia,,2022-04-29,Chargers,2022-04-18
569761313300,Europe,,2023-02-16,Others,2023-01-17
202504299929,Asia,,2023-02-17,Power,2023-01-30
857880046440,Asia,,2022-04-21,Chargers,2022-04-05
407100194218,South America,,2023-02-28,Power,2023-02-17
958619531767,Europe,,2022-08-29,Power,2022-08-03
276715542610,Asia,,2023-03-18,Chargers,2023-02-21
576600185339,Europe,,2022-11-24,Lighting,2022-11-07
777873720919,Europe,,2022-11-14,Lighting,2022-10-14
374293721118,Europe,,2023-03-17,Lighting,2023-03-16
408250114967,Europe,,2023-02-25,Others,2023-02-08
928130748634,Europe,,2022-10-22,Lighting,2022-09-27
763491736494,Asia,476160502482,2022-12-16,Lighting,2022-11-08
580749210501,North America,,2022-07-24,Chargers,2022-07-19
660230962620,Asia,,2022-06-26,Chargers,2022-06-02
444972907478,Asia,,2023-03-26,Others,2023-02-19
278476290273,Asia,,2023-03-28,Others,2023-02-28
743790688931,North America,,2022-10-21,Others,2022-09-18
392592061133,North America,,2023-01-07,Others,2023-01-02
757143608432,North America,,2022-04-01,Power,2022-02-28
832963652104,South America,,2022-06-25,Chargers,2022-06-19
922024359904,Europe,,2023-01-03,Others,2022-12-09
353642383763,North America,,2022-06-13,Others,2022-06-08
389839918828,North America,,2022-12-24,Lighting,2022-12-12
227974440790,Asia,,2023-02-26,Lighting,2023-02-06
233797676519,North America,,2023-02-06,Power,2023-02-05
567626821989,Europe,,2022-06-04,Lighting,2022-05-25
370314180903,North America,,2022-09-07,Others,2022-08-09
564110604684,Asia,,2023-03-05,Chargers,2023-01-28
390460095571,North America,,2022-09-08,Others,2022-08-22
289798192650,Europe,,2022-08-25,Lighting,2022-07-21
465664688563,Europe,,2023-03-05,Lighting,2023-03-02
118133227379,North America,,2023-02-13,Others,2023-02-02
758715755662,Asia,,2022-08-02,Lighting,2022-07-08
363404271161,North America,,2022-04-02,Chargers,2022-03-12
777662763623,Asia,,2022-11-13,Others,2022-10-20
199995981857,South America,,2023-01-23,Power,2022-12-20
629974398734,South America,,2022-11-27,Lighting,2022-10-22
999608997038,Europe,,2023-01-21,Others,2022-12-17
642160619398,South America,,2023-01-05,Chargers,2022-11-28
503348494802,North America,,2022-05-06,Others,2022-03-29
584693756421,Europe,,2022-06-26,Others,2022-06-22
487017261211,South America,,2022-04-07,Chargers,2022-03-02
918082291371,South America,,2023-01-27,Chargers,2023-01-24
245348373217,North America,,2022-09-09,Others,2022-07-31
583564429444,Europe,,2022-05-23,Power,2022-04-13
135629804417,South America,,2022-04-30,Lighting,2022-04-07
424823698808,Asia,,2022-10-30,Chargers,2022-10-22
210053917774,South America,,2023-03-05,Chargers,2023-02-07
185069956063,Europe,,2023-01-21,Chargers,2022-12-20
959453524180,Europe,,2022-12-18,Lighting,2022-11-26
176820497158,South America,,2022-09-01,Lighting,2022-07-27
373886686884,Europe,,2022-05-03,Lighting,2022-04-30
280993871298,South America,,2022-08-25,Power,2022-08-10
471738687887,North America,,2022-06-22,Lighting,2022-06-16
312341779780,Europe,,2022-10-01,Lighting,2022-09-21
327384354348,North America,,2022-10-12,Chargers,2022-09-18
277269015996,South America,,2022-09-26,Others,2022-08-18
536287998992,North America,,2022-07-18,Chargers,2022-06-10
963440404513,Asia,,2023-01-15,Lighting,2022-12-22
370465127853,South America,,2022-08-27,Others,2022-07-20
463572709330,North America,,2022-11-09,Chargers,2022-10-08
850988128872,Europe,778105158800,2022-11-03,Lighting,2022-10-19
827785564432,Asia,,2022-05-27,Others,2022-05-15
656973170054,Asia,455421075397,2022-07-09,Power,2022-06-10
403236675137,North America,,2023-01-31,Others,2023-01-03
381443375346,Asia,,2022-06-05,Power,2022-05-17
286470409770,South America,,2023-02-24,Lighting,2023-01-25
165108485539,Asia,,2022-10-05,Lighting,2022-09-02
662327428788,North America,,2022-09-12,Others,2022-09-11
692610472507,Europe,,2022-11-23,Power,2022-11-08
291406908840,North America,,2022-06-01,Lighting,2022-05-22
566813840408,South America,,2022-11-21,Lighting,2022-10-22
508681417247,South America,,2022-08-10,Lighting,2022-07-24
750582629384,Europe,,2022-04-13,Chargers,2022-04-10
515733034639,Asia,,2022-08-31,Chargers,2022-08-05
530369713738,Asia,,2022-06-18,Power,2022-05-09
219022922945,South America,,2022-11-10,Lighting,2022-11-03
463242118379,North America,,2022-04-24,Chargers,2022-03-24
321124729484,North America,,2022-12-11,Chargers,2022-11-09
331664545396,Europe,,2023-01-06,Chargers,2023-01-04
323470100471,North America,,2022-05-12,Lighting,2022-05-11
929919155333,Asia,,2023-02-28,Power,2023-02-26
188442133208,Europe,457552470686,2022-04-30,Lighting,2022-03-26
693717748844,Asia,,2023-01-08,Power,2022-12-11
127581939112,Asia,,2022-12-04,Lighting,2022-11-28
560002542159,Asia,572126193799,2022-07-07,Others,2022-06-14
388357827843,North America,,2023-03-04,Lighting,2023-02-25
572644795750,Europe,,2023-01-29,Lighting,2022-12-30
565910006823,Asia,,2022-09-29,Others,2022-08-21
281364720767,North America,,2022-04-23,Power,2022-03-18
992482825310,North America,,2022-08-13,Chargers,2022-07-19
483522893865,South America,,2022-04-22,Power,2022-03-24
780289552195,North America,,2023-01-10,Power,2022-12-05
854985161504,North America,,2022-05-20,Chargers,2022-05-07
469320948601,Europe,,2022-12-16,Lighting,2022-12-08
291483663531,North America,,2022-09-15,Lighting,2022-08-27
959191142840,South America,,2022-09-09,Power,2022-08-20
908215941714,Europe,,2022-05-03,Lighting,2022-05-01
884172582366,Asia,,2023-03-16,Lighting,2023-02-21
461506565482,North America,,2023-01-21,Power,2023-01-06
825470902338,North America,604933424163,2022-06-04,Power,2022-05-29
217475684011,Asia,,2023-02-12,Power,2023-01-25
899589908873,Europe,,2022-04-19,Power,2022-04-14
906033360997,Asia,,2022-12-27,Lighting,2022-12-10
402291114522,Asia,,2022-05-19,Power,2022-05-04
183780234968,Europe,,2022-06-09,Power,2022-05-04
504283888049,Asia,595365915376,2023-01-31,Chargers,2023-01-30
320464638685,Europe,,2023-02-02,Power,2023-01-04
264834743626,Asia,,2023-03-30,Chargers,2023-03-14
246732441776,North America,,2023-01-26,Chargers,2023-01-25
130318092616,Europe,,2022-09-24,Lighting,2022-08-29
319066148780,North America,,2022-07-19,Others,2022-06-28
584868768494,Europe,,2022-06-23,Chargers,2022-06-03
155540673571,North America,,2022-10-08,Lighting,2022-09-16
997049030507,Asia,,2022-07-01,Others,2022-06-18
970471587507,Europe,,2022-04-05,Others,2022-03-08
189650439362,Asia,,2023-03-30,Chargers,2023-03-26
427086146510,Europe,,2022-09-23,Lighting,2022-09-19
381431785001,North America,,2023-01-26,Lighting,2022-12-24
316345348269,Asia,,2022-08-22,Power,2022-07-15
570230615167,Europe,,2022-06-26,Power,2022-06-08
238334322684,Europe,,2022-07-01,Power,2022-06-18
840680610882,South America,,2022-04-29,Others,2022-04-10
235214827636,Asia,,2022-10-21,Lighting,2022-10-06
224495553931,Europe,,2022-10-16,Others,2022-09-06
789027338815,South America,,2022-04-05,Lighting,2022-03-31
751522754049,Asia,,2022-07-07,Chargers,2022-06-03
264398038561,South America,,2022-10-07,Others,2022-09-06
987392371970,North America,861554244445,2022-12-02,Chargers,2022-10-31
842393525273,Europe,,2022-10-14,Others,2022-09-09
281665497762,Asia,,2023-03-06,Power,2023-02-25
247659388982,Europe,,2022-12-17,Lighting,2022-11-13
602093831513,North America,,2022-10-20,Lighting,2022-10-01
925360241988,South America,,2022-05-22,Others,2022-05-17
962334477612,Asia,,2022-12-23,Chargers,2022-12-15
660544037818,Asia,,2022-11-16,Power,2022-11-09
722238383177,South America,,2022-11-15,Power,2022-10-11
771607102692,Asia,,2023-02-06,Power,2023-01-29
116683992854,Europe,,2023-03-11,Power,2023-03-06
739662247970,Europe,,2023-01-21,Lighting,2022-12-17
344432213316,Europe,,2022-08-31,Power,2022-08-12
205885565371,North America,,2022-11-09,Lighting,2022-10-17
796791370440,North America,,2022-10-30,Others,2022-10-08
547655714063,South America,,2022-09-29,Lighting,2022-09-04
535627523744,South America,,2022-10-04,Chargers,2022-09-15
757931760725,North America,,2022-08-01,Others,2022-07-09
670766680125,Europe,,2022-06-07,Lighting,2022-05-31
760118985360,South America,,2022-08-28,Chargers,2022-08-25
808510360006,Asia,,2022-07-08,Others,2022-07-06
663587110257,Europe,,2022-09-30,Power,2022-08-30
627364086408,North America,,2022-04-04,Lighting,2022-02-26
625618894337,Asia,,2022-11-19,Power,2022-10-24
693950100716,South America,,2022-06-16,Lighting,2022-05-14
577714715538,Asia,,2022-06-08,Chargers,2022-05-16
524266283698,Asia,,2022-06-14,Lighting,2022-05-27
585418416502,Europe,,2023-02-22,Power,2023-02-20
779701364704,North America,,2023-01-26,Lighting,2023-01-23
644983372611,North America,,2022-07-19,Others,2022-07-15
605894575272,Europe,,2022-07-06,Others,2022-06-30
474942745134,South America,,2022-07-14,Others,2022-07-13
547822604222,North America,,2022-04-28,Others,2022-04-27
809724519480,South America,,2023-03-23,Lighting,2023-03-22
237826201545,South America,,2022-12-16,Others,2022-12-03
555817929075,South America,911319006212,2022-08-22,Lighting,2022-07-13
149277759112,North America,,2022-10-25,Chargers,2022-10-03
198260853296,South America,,2022-06-29,Power,2022-06-24
241855891758,South America,,2022-11-19,Lighting,2022-11-07
925532056822,South America,,2022-10-29,Chargers,2022-09-28
415711352871,Asia,,2022-10-16,Power,2022-10-01
645755461129,Asia,,2022-11-07,Power,2022-10-19
567713795292,Asia,,2022-12-18,Chargers,2022-11-08
107140066629,South America,,2023-03-16,Chargers,2023-02-19
715092317818,Asia,,2022-07-28,Power,2022-07-24
163155051565,Europe,,2022-09-26,Power,2022-08-30
162644530354,Europe,,2022-11-17,Chargers,2022-10-28
842261359155,North America,,2022-07-03,Others,2022-05-31
397675674222,North America,,2023-03-17,Lighting,2023-02-27
518365023669,Asia,,2022-11-05,Lighting,2022-10-01
385530212287,Asia,,2022-11-30,Power,2022-11-13
411268167062,Asia,,2022-05-10,Power,2022-04-01
198254099457,South America,,2023-01-12,Lighting,2022-12-13
271435557661,South America,,2022-04-04,Others,2022-03-07
373762676085,Europe,,2022-11-08,Lighting,2022-10-28
663474655444,Europe,,2022-12-03,Power,2022-11-13
240055754837,Asia,,2022-04-27,Lighting,2022-04-20
310601534300,South America,,2022-04-01,Others,2022-02-21
966804615826,Asia,,2022-07-23,Power,2022-07-10
625468751866,Asia,,2022-07-21,Lighting,2022-06-14
320234035063,Asia,788468978132,2023-01-26,Chargers,2023-01-25
861705895080,South America,,2022-09-28,Chargers,2022-08-26
763836151606,Asia,,2022-12-06,Lighting,2022-11-09
549609118254,Asia,,2022-10-27,Lighting,2022-10-01
878428917074,Europe,,2022-11-10,Lighting,2022-11-06
854167149502,North America,,2022-09-19,Others,2022-09-07
846191177625,North America,,2022-12-29,Others,2022-12-05
143174477853,North America,,2022-11-01,Chargers,2022-10-10
698787202631,Europe,,2022-12-02,Lighting,2022-11-01
701332494316,North America,562977829500,2022-08-19,Chargers,2022-07-18
235805929488,Europe,270243415337,2022-08-08,Chargers,2022-08-03
563561409898,Asia,,2023-03-15,Power,2023-02-04
328096077790,North America,808245472355,2022-08-28,Lighting,2022-07-23
355233123577,Asia,,2022-07-21,Chargers,2022-06-24
968751719982,North America,,2022-06-23,Lighting,2022-06-18
519753970359,Asia,,2022-08-12,Others,2022-08-01
322782937415,North America,,2022-09-19,Others,2022-08-26
913961833355,Asia,,2023-02-23,Others,2023-01-24
438642353473,South America,,2023-01-23,Lighting,2022-12-21
500715143376,Asia,286882805275,2022-12-19,Power,2022-11-28
896685239835,Asia,,2022-11-16,Lighting,2022-10-10
665725484756,North America,,2022-11-03,Lighting,2022-11-01
903168707987,North America,,2022-08-11,Chargers,2022-07-20
699241146044,North America,,2022-09-10,Power,2022-08-18
809540192705,Europe,,2022-12-13,Others,2022-12-05
961584699097,South America,,2022-04-02,Power,2022-03-04
850578998753,Asia,,2023-02-11,Chargers,2023-02-05
125137343712,Asia,,2023-03-30,Others,2023-03-13
536622767985,Asia,,2022-10-28,Power,2022-09-26
250372822220,North America,,2022-06-08,Lighting,2022-05-16
782810723428,South America,834312160700,2022-09-12,Chargers,2022-08-08
250364715949,Asia,507933114716,2022-12-21,Chargers,2022-12-05
195506704908,Europe,,2022-04-14,Chargers,2022-03-30
750865450460,South America,,2022-09-18,Chargers,2022-09-13
791448840545,Europe,,2022-06-19,Power,2022-05-30
383902151615,Europe,,2022-08-13,Power,2022-08-02
342713547168,Europe,,2022-05-21,Power,2022-04-30
440018741278,Asia,,2022-10-03,Power,2022-09-13
156689225527,North America,155558288409,2022-11-18,Power,2022-11-07
815912848774,Asia,,2023-01-03,Lighting,2022-12-26
493733221941,Asia,,2022-11-07,Power,2022-10-11
712838531670,North America,,2022-09-29,Power,2022-08-31
242576915159,North America,,2022-11-30,Lighting,2022-11-14
712569065165,North America,,2022-07-07,Chargers,2022-06-28
305436825935,South America,,2022-07-15,Lighting,2022-06-30
264889620340,Europe,,2023-02-22,Lighting,2023-02-15
220942964729,South America,,2022-12-13,Chargers,2022-12-06
235071531682,North America,,2023-01-17,Power,2022-12-15
910573048555,Europe,,2022-06-11,Chargers,2022-05-02
375266676031,Europe,311962887856,2022-12-21,Chargers,2022-12-16
946166636104,Europe,,2022-08-07,Chargers,2022-07-18
441117648129,North America,,2022-10-05,Chargers,2022-09-14
174942088380,Europe,,2022-11-26,Chargers,2022-11-22
516851521369,North America,,2023-02-07,Lighting,2023-01-25
696566891201,Asia,,2022-09-11,Chargers,2022-08-14
584374713090,North America,,2022-11-04,Power,2022-10-01
694496248368,Asia,,2022-06-14,Chargers,2022-05-05
123582078489,Europe,,2022-04-02,Others,2022-03-25
870277286255,South America,,2022-09-20,Others,2022-08-15
282189949930,Asia,,2022-05-08,Lighting,2022-04-10
669706471082,Asia,,2022-04-05,Others,2022-03-21
395090783326,Europe,,2023-01-06,Lighting,2022-12-16
592662252774,South America,,2022-09-22,Others,2022-09-13
581016691999,Europe,,2022-07-20,Others,2022-07-18
201827472608,Europe,,2022-04-08,Power,2022-03-18
511672475261,Asia,,2022-12-17,Lighting,2022-11-09
873285305764,South America,,2022-10-08,Lighting,2022-09-12
714862371659,Europe,,2022-12-17,Power,2022-12-16
619240568093,Asia,,2023-03-30,Others,2023-02-28
712854944837,Europe,,2022-12-24,Lighting,2022-11-19
155123063784,South America,,2022-04-10,Lighting,2022-03-24
346609874238,Europe,,2022-09-12,Chargers,2022-09-05
889580788266,North America,,2022-08-21,Power,2022-07-17
621539919433,North America,,2023-03-28,Others,2023-02-25
281284898597,South America,,2023-01-03,Power,2022-12-05
582921324509,North America,,2022-07-02,Lighting,2022-06-28
812592274444,South America,,2023-03-22,Others,2023-02-13
360213843228,North America,,2022-05-23,Lighting,2022-05-16
882934829987,North America,,2023-02-24,Chargers,2023-02-06
950241989948,Asia,,2022-04-07,Chargers,2022-02-26
553150266517,North America,,2023-01-17,Lighting,2022-12-08
638848555382,South America,,2022-07-20,Chargers,2022-06-25
894372746994,South America,,2022-05-01,Power,2022-04-24
809718980251,Asia,979609134241,2022-04-15,Chargers,2022-03-27
164927379931,South America,,2022-08-04,Lighting,2022-08-01
506319123724,North America,,2023-03-19,Others,2023-02-16
799605978537,North America,,2022-04-27,Others,2022-04-14
739547344247,Europe,,2023-02-23,Lighting,2023-02-19
778869239617,Europe,,2022-05-08,Others,2022-04-21
720125661001,Asia,,2022-08-11,Others,2022-07-07
107025720967,South America,,2022-10-23,Others,2022-09-16
102989376806,Europe,,2022-12-30,Others,2022-11-26
436184492737,Asia,,2022-11-19,Others,2022-10-17
933542131727,Asia,,2022-04-24,Others,2022-04-06
645705876901,Asia,,2022-10-01,Power,2022-09-19
440241156856,Asia,,2023-02-04,Lighting,2023-01-14
664976694918,Europe,,2022-06-27,Lighting,2022-06-05
288984349480,Asia,,2022-07-12,Power,2022-06-29
997642216834,Europe,,2023-02-22,Others,2023-01-22
574376634562,South America,,2022-12-27,Others,2022-12-09
166385815461,North America,,2022-10-02,Lighting,2022-08-31
393045957327,Asia,,2022-11-07,Lighting,2022-10-25
615939179467,North America,,2022-05-24,Others,2022-04-27
642877522543,South America,,2022-07-12,Others,2022-07-08
961345049131,Asia,,2022-11-21,Others,2022-10-15
419495166364,Asia,,2023-01-09,Power,2022-12-12
301059435614,Europe,,2023-01-29,Power,2023-01-03
607908754637,Europe,,2022-07-21,Others,2022-06-22
829575482678,Asia,,2022-06-20,Others,2022-05-16
101720199920,South America,,2022-07-29,Power,2022-07-04
530527413741,Asia,,2022-04-15,Others,2022-04-05
920886363272,South America,,2022-10-08,Lighting,2022-09-24
628827650889,Europe,,2023-01-16,Others,2022-12-11
182385973457,Europe,,2022-10-03,Chargers,2022-09-30
133245089435,South America,,2022-05-18,Lighting,2022-05-03
298580236459,North America,,2023-01-29,Others,2023-01-03
371962739864,South America,,2023-01-30,Lighting,2022-12-24
479689267210,South America,957506076478,2022-07-26,Others,2022-07-11
345247951169,South America,,2023-01-26,Others,2023-01-05
820951437910,South America,,2023-01-07,Lighting,2022-12-05
753152166501,Asia,,2022-07-29,Chargers,2022-06-25
895514358211,South America,,2023-02-03,Others,2023-01-26
127146120094,South America,,2022-04-21,Power,2022-03-29
140025737316,Europe,,2022-05-26,Others,2022-04-18
348726859582,North America,,2022-11-01,Power,2022-10-21
208788266143,South America,,2022-06-17,Chargers,2022-05-29
645785483023,Asia,,2023-02-17,Power,2023-02-03
447050837516,North America,,2022-11-18,Power,2022-11-11
932445086681,North America,,2023-03-16,Power,2023-03-12
496489723407,Europe,,2023-01-21,Chargers,2023-01-09
956622972163,Asia,,2022-05-12,Lighting,2022-04-25
696826716417,North America,896219015570,2023-03-25,Chargers,2023-02-24
177949209270,Asia,,2022-05-24,Others,2022-04-23
361612730395,Asia,,2023-03-04,Chargers,2023-01-28
439669186947,North America,375705140711,2022-06-18,Chargers,2022-06-02
531210795797,South America,,2022-05-10,Lighting,2022-04-10
384330070875,Asia,,2022-12-02,Others,2022-11-16
140814114843,Europe,,2022-12-31,Power,2022-11-23
970818152689,Asia,,2022-07-22,Others,2022-07-16
967886238391,Asia,,2022-11-17,Power,2022-11-01
983440138031,Europe,,2023-01-22,Power,2023-01-06
447116260079,Europe,,2022-06-23,Lighting,2022-05-30
384846598048,North America,,2022-09-22,Others,2022-08-18
384302468231,North America,,2022-06-29,Power,2022-06-19
750718593169,Asia,,2022-06-08,Others,2022-05-08
671792470123,North America,,2022-07-15,Power,2022-07-14
347566766089,Europe,178577195592,2022-09-05,Chargers,2022-08-21
477777275714,North America,,2022-10-08,Lighting,2022-09-14
955120950762,North America,,2022-12-23,Lighting,2022-12-17
636187418105,Asia,,2022-12-06,Others,2022-11-24
630029818718,South America,,2022-08-19,Power,2022-08-11
526919334892,South America,,2022-11-19,Lighting,2022-10-17
940084052347,North America,,2022-04-09,Power,2022-04-04
616774848789,Europe,,2022-12-04,Others,2022-12-01
740560047776,Europe,,2022-11-22,Power,2022-11-13
365272111932,South America,,2022-04-28,Others,2022-04-07
350356137538,Europe,,2022-10-29,Chargers,2022-09-28
858884223201,Europe,303389510975,2023-01-24,Lighting,2023-01-11
559836322894,Europe,,2022-12-22,Others,2022-12-10
203502212602,Asia,,2022-12-19,Chargers,2022-12-16
246271129278,Asia,,2022-09-14,Others,2022-08-26
349489139306,Europe,,2023-01-26,Chargers,2022-12-17
335858458866,North America,,2023-01-05,Chargers,2022-12-30
722846776680,Europe,,2022-07-20,Others,2022-07-07
636708648842,North America,,2022-12-23,Others,2022-12-15
684177108389,Asia,,2023-02-07,Chargers,2023-01-21
980041185119,South America,,2023-01-20,Chargers,2022-12-12
551164596742,North America,,2022-04-21,Others,2022-04-10
435219146318,Europe,,2022-07-10,Lighting,2022-06-19
192719598157,North America,,2022-05-04,Others,2022-05-03
367063803286,Asia,,2022-04-01,Chargers,2022-03-26
678256399121,Asia,,2022-09-23,Lighting,2022-09-16
855050870287,South America,,2023-02-14,Lighting,2023-01-08
148945887783,Europe,,2022-05-22,Chargers,2022-04-18
198114584094,Europe,,2022-09-19,Others,2022-08-13
380011087209,Europe,,2022-06-20,Power,2022-06-17
422392054479,South America,,2023-01-18,Power,2023-01-06
443904882918,Europe,,2022-04-15,Lighting,2022-04-12
308648792778,South America,,2022-11-08,Others,2022-10-27
687073783247,Europe,,2022-09-09,Chargers,2022-09-07
315692117238,Asia,,2022-08-29,Power,2022-07-27
878907492009,South America,,2022-08-06,Others,2022-07-18
586629594631,North America,,2023-01-25,Power,2022-12-26
462463976439,South America,,2022-08-14,Chargers,2022-07-23
976683681261,South America,,2023-01-02,Others,2022-12-18
497795753559,Asia,,2022-10-06,Lighting,2022-09-07
996591331249,Europe,,2023-02-08,Lighting,2023-01-10
287494509347,North America,,2023-01-27,Lighting,2023-01-02
294430981304,North America,,2022-09-02,Power,2022-08-06
772977871201,Asia,,2023-03-13,Others,2023-02-06
447874984942,Europe,,2022-07-01,Power,2022-06-20
313845302614,North America,,2022-06-04,Lighting,2022-05-14
690929726539,South America,,2023-02-22,Chargers,2023-01-17
875182472618,North America,,2022-05-02,Power,2022-04-07
956336087058,North America,,2023-03-22,Chargers,2023-03-03
983269721404,Europe,,2023-01-28,Chargers,2022-12-26
418231550597,Europe,,2023-01-12,Power,2022-12-14
707513820353,Asia,,2022-09-10,Lighting,2022-09-02
379654026065,South America,,2022-07-27,Chargers,2022-07-12
281518681281,Asia,,2022-04-02,Lighting,2022-03-03
515878655629,Europe,,2022-08-26,Lighting,2022-08-15
545033027619,Europe,,2023-03-09,Lighting,2023-02-18
702347585763,North America,,2023-01-31,Lighting,2023-01-06
597863692491,South America,,2023-01-31,Lighting,2023-01-06
968740153286,North America,,2023-03-10,Lighting,2023-02-01
176033268855,North America,,2022-05-07,Lighting,2022-04-10
275059015641,South America,,2022-09-05,Lighting,2022-08-27
429930274155,Europe,,2022-12-03,Lighting,2022-10-31
599701545175,Asia,,2022-05-25,Power,2022-05-15
117065180868,North America,,2022-08-08,Chargers,2022-07-26
380664045019,Europe,,2023-02-01,Others,2023-01-28
433704119350,South America,,2022-12-23,Others,2022-11-24
217076044699,Asia,,2022-04-02,Chargers,2022-02-28
479674234377,Europe,,2022-05-26,Power,2022-04-20
460196661570,South America,,2023-02-01,Lighting,2023-01-18
236223254650,North America,,2023-02-02,Lighting,2023-01-08
282755130969,Europe,,2023-02-22,Lighting,2023-02-08
214267427174,Europe,,2022-05-04,Others,2022-04-05
252583116424,Asia,,2022-12-28,Others,2022-12-09
755260834969,Europe,,2023-02-18,Power,2023-02-15
746176975878,Europe,,2022-11-10,Lighting,2022-11-08
677486111354,North America,,2022-10-12,Lighting,2022-10-11
752983991766,South America,,2022-06-24,Lighting,2022-06-09
616666089828,South America,,2022-06-28,Chargers,2022-05-19
522950122588,North America,,2022-05-09,Others,2022-04-11
478276592829,South America,,2023-01-31,Others,2023-01-07
560992613284,Asia,,2022-10-10,Others,2022-09-25
170194227806,Asia,,2022-04-21,Others,2022-03-25
494590985712,Asia,,2022-05-18,Lighting,2022-04-21
332610748622,North America,,2022-09-18,Lighting,2022-09-15
589284048619,North America,,2022-06-08,Chargers,2022-05-20
589516668492,Europe,,2022-12-03,Lighting,2022-12-02
707586764637,North America,,2023-02-22,Lighting,2023-01-14
777352940847,South America,,2022-10-23,Lighting,2022-10-14
799732691276,Asia,,2022-08-25,Chargers,2022-07-22
277155080156,South America,,2022-11-12,Chargers,2022-10-15
883081025003,South America,,2022-09-15,Chargers,2022-08-12
716420863497,Asia,,2022-11-27,Others,2022-11-17
651218807506,South America,,2022-09-20,Others,2022-08-23
980962699637,South America,899435662316,2022-12-28,Lighting,2022-11-22
